The popup on hover provides the,,,,,,,,,"Molecular targets with a negative result are represented with a '-' in their cell, while positve results are represented with a '+'. Some data has quantitaive results that have been ranked into percentiles. The percentile shows the percent of samples found at the same level, or below, for that particular target. You can think of it as a ranking from 0 to 100, with lower rank is ""better"" (less virus). For example, a pathogen found to be postive and ranked at 'below 30th', would be a relatively low level at the lower third compared to other samples. Sampling targets are described below.",,,,,,,,,,,,,,,,
pathogen prevalance in %,,,,,,,,,,,,,,,,,,,,,,,,,
samples_n = number of virus samples,,,,,,,,,,,,,,,,,,,,,,,,,
sources_n = the number of different operation owners per sampling project represented,,,,,,,,,,,,,,,,,,,,,,,,,
months = the months the samples were collected,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Includes data with a collection date up to Dec 31, 2020",,,,,,,,,,,,,,,,,,,,,,,,,
sample_year,sample_month_number,sample_month,state_code,sampling_county,varroa_per_100_bees,million_spores_per_bee,abpv,abpv_percentile,cbpv,cbpv_percentile,dwv,dwv_percentile,dwv-b,dwv-b_percentile,iapv,iapv_percentile,kbv,kbv_percentile,lsv2,lsv2_percentile,sbpv,sbpv_percentile,mkv,mkv_percentile,pesticides
2019,2,February,SC,Lancaster,0.76,0,-,,-,,-,,+,<30,-,,-,,-,,,,-,,"Wax, Acetochlor (Trace), Atrazine (Trace), Carbendazim (Trace), Chlorothalonil (Trace), Coumaphos (Trace), Coumaphos oxon (1.0), DDE p,p' (Trace), DEET (40.0), Diuron (5.0), Fenpyroximate (Trace), Fluvalinate (139.0), Phenothrin (941.0), Piperonyl Butoxide (Trace), Propargite (14.0), Thymol (405.0)"
2019,2,February,CA,Madera,0,6.15,-,,+,70,+,<30,+,30,+,30,-,,+,50,,,-,,
2019,2,February,CA,Madera,1.04,0.55,-,,-,,-,,+,80,-,,-,,+,30,,,-,,
2019,2,February,CA,Merced,0,0.9,-,,-,,-,,+,40,+,30,-,,+,30,,,-,,
2019,2,February,CA,Merced,0,0.8,-,,-,,-,,+,30,-,,-,,+,60,,,-,,
2019,2,February,AR,Pulaski,7.83,0,,,,,,,,,,,,,,,,,,,
2019,2,February,AR,Pulaski,8.02,0,-,,-,,+,50,+,<30,-,,-,,-,,,,-,,
2019,2,February,CA,Stanislaus,0.72,0.05,+,<30,-,,+,<30,+,70,+,50,-,,+,60,,,-,,
2019,2,February,CA,Stanislaus,0,0.7,-,,-,,-,,+,70,+,60,-,,+,70,,,-,,
2019,2,February,CA,Stanislaus,0,1.2,-,,-,,+,<30,+,30,+,70,-,,+,60,,,-,,"Wax, 2,4-DMPF (2330.0), Azoxystrobin (23.0), Boscalid (25.0), Buprofezin (6.0), Carbendazim (138.0), Chlorothalonil (Trace), Coumaphos (680.0), Coumaphos oxon (54.0), Cyprodinil (121.0), Difenoconazole (10.0), Diphenylamine (Trace), Diuron (Trace), Fenbuconazole (18.0), Fenpyroximate (21.0), Fludioxonil (51.0), Fluopyram (20.0), Fluvalinate (Trace), Fluxapyroxad (2.0), Hexazinone (2.0), Iprodione (326.0), Penthiopyrad (49.0), Piperonyl Butoxide (Trace), Propargite (5.0), Propiconazole (Trace), Pyraclostrobin (34.0), Pyridaben (61.0), Pyrimethanil (144.0), Pyriproxyfen (9.0), Thymol (1330.0), Trifloxystrobin (12.0)"
2019,2,February,CA,Stanislaus,0.07,0,-,,-,,-,,+,40,-,,-,,+,40,,,-,,
2019,2,February,CA,Stanislaus,0.09,0.4,-,,-,,-,,+,<30,+,40,-,,+,60,,,-,,
2019,2,February,CA,Stanislaus,0,11.4,-,,-,,+,<30,+,<30,+,<30,-,,+,50,,,-,,
2019,2,February,CA,Stanislaus,2.82,1.8,-,,-,,+,<30,+,70,+,30,-,,+,60,,,-,,
2019,2,February,CA,Tulare,0.66,0,-,,-,,+,<30,+,40,-,,-,,-,,,,-,,
2019,2,February,AR,Union,0,0,-,,-,,-,,-,,-,,-,,-,,,,-,,
2019,2,February,SC,York,2.9,0.5,-,,-,,-,,+,<30,-,,-,,-,,,,-,,
2019,3,March,SC,Dillon,2.78,0.4,-,,-,,+,<30,+,80,-,,-,,-,,,,-,,"Wax, Azoxystrobin (2.0), Chlorothalonil (Trace), Chlorpyrifos (5.0), Coumaphos (168.0), Coumaphos oxon (9.0), DDE p,p' (Trace), DEET (32.0), Diphenylamine (Trace), Fenpyroximate (18.0), Fluvalinate (633.0), Hexythiazox (3.0), Metolachlor (Trace), Phenothrin (548.0), Picoxystrobin (Trace), Piperonyl Butoxide (33.0), Propargite (666.0), Pyriproxyfen (Trace), Spirodiclofen (5.0), Thymol (38.0)"
2019,3,March,TX,Hardin,1.28,1.5,-,,-,,-,,+,70,+,60,-,,+,30,,,-,,
2019,3,March,HI,Hawaii,0.37,2.1,-,,-,,+,50,+,50,-,,-,,-,,,,-,,
2019,3,March,HI,Hawaii,0.2,0.2,-,,-,,+,50,+,50,-,,-,,-,,,,-,,"Wax, 2,4-DMPF (182.0), Carbendazim (74.0), Diphenylamine (Trace), Diuron (208.0), Flumeturon (81.0), Piperonyl Butoxide (6.0)"
2019,3,March,HI,Hawaii,0.08,1.35,-,,-,,-,,+,50,-,,-,,-,,,,-,,"Wax, 2,4-DMPF (123.0), Carbendazim (Trace), Diuron (5.0), Flumeturon (Trace)"
2019,3,March,HI,Hawaii,0.33,3.15,-,,-,,-,,+,<30,+,30,-,,-,,,,-,,
2019,3,March,HI,Honolulu,0.18,0.05,-,,-,,-,,+,<30,-,,-,,-,,,,-,,"Wax, 2,4-DMPF (508.0), Azoxystrobin (3.0), Chlorantraniliprole (Trace), Chlorothalonil (Trace), Cyazofamid (8.0), DDE p,p' (Trace), Diphenylamine (Trace), Fludioxonil (Trace), Fluvalinate (142.0), Mandipropamide (4.0), Metalaxyl (6.0), Methoxyfenozide (17.0), Piperonyl Butoxide (27.0), Pyraclostrobin (Trace)"
2019,3,March,HI,Honolulu,9.63,0.45,+,60,-,,+,30,+,80,-,,-,,-,,,,-,,
2019,3,March,HI,Maui,0,0.25,+,50,-,,-,,-,,-,,-,,-,,,,-,,"Wax, Azoxystrobin (Trace), Carbendazim (Trace), Chlorantraniliprole (15.0), Chlorothalonil (Trace), Coumaphos (5.0), Coumaphos oxon (Trace), DDE p,p' (Trace), DEET (67.0), Diuron (22.0), Flumeturon (7.0), Piperonyl Butoxide (7.0)"
2019,3,March,HI,Maui,0,0.9,-,,-,,-,,-,,-,,-,,-,,,,-,,
2019,3,March,TX,Maverick,0.24,0.45,-,,-,,-,,+,<30,+,<30,-,,-,,,,-,,
2019,4,April,AL,Baldwin,10.25,0,-,,-,,+,50,+,30,-,,-,,-,,-,,-,,"Wax, Atrazine (Trace), Azoxystrobin (2.0), Carbendazim (Trace), Coumaphos (29.0), Coumaphos oxon (3.0), Diuron (Trace), Methoxyfenozide (3.0)"
2019,4,April,SC,Beauford,3.39,0.05,-,,-,,+,<30,+,40,+,<30,-,,+,<30,,,-,,
2019,4,April,TX,Bee,0.12,0.25,-,,-,,-,,+,30,-,,-,,+,60,,,-,,
2019,4,April,TN,Benton,0.15,0,-,,-,,-,,+,<30,-,,-,,-,,,,-,,"Wax, Alachlor (Trace), Azoxystrobin (Trace), Coumaphos (Trace), Coumaphos oxon (Trace), DEET (Trace), Fenpyroximate (3.0)"
2019,4,April,AL,Blount,0.67,0,-,,-,,+,<30,+,40,+,<30,-,,+,<30,-,,-,,
2019,4,April,KY,Bullitt,0,0,-,,-,,-,,+,50,+,60,-,,-,,,,-,,"Wax, Acetochlor (Trace), Carbendazim (Trace), Chlorothalonil (Trace), Coumaphos (20.0), Coumaphos oxon (4.0), DEET (18.0), Metolachlor (Trace), Piperonyl Butoxide (Trace), Thymol (5600.0)"
2019,4,April,KY,Calloway,1.7,0.05,-,,+,80,-,,+,40,-,,-,,+,50,,,-,,
2019,4,April,TX,Collin,0.49,0,-,,-,,-,,+,<30,-,,-,,+,60,,,-,,
2019,4,April,DC,DC,0.21,0.2,,,,,,,,,,,,,,,,,,,
2019,4,April,DC,DC,0.21,0.2,-,,-,,+,30,+,50,+,<30,-,,+,30,-,,-,,"Wax, Carbendazim (Trace), Fluvalinate (179.0), Metolachlor (Trace), Propargite (6.0), Thymol (63.0)"
2019,4,April,UT,Davis,0,0.9,+,50,-,,-,,-,,+,50,-,,+,40,,,-,,"Wax, 2,4-DMPF (73.0), Azoxystrobin (3.0), Carbendazim (29.0), Chlorantraniliprole (Trace), Chlorothalonil (Trace), Chlorthal-dimethyl (Trace), Coumaphos (18.0), Coumaphos oxon (2.0), Cyprodinil (14.0), DDE p,p' (Trace), DEET (Trace), Difenoconazole (Trace), Diuron (8.0), Fenpyroximate (3.0), Flumeturon (4.0), Fluopyram (9.0), Fluxapyroxad (3.0), Iprodione (105.0), Methoxyfenozide (8.0), Penthiopyrad (3.0), Piperonyl Butoxide (12.0), Pyraclostrobin (5.0), Pyridaben (Trace), Pyrimethanil (114.0), Thymol (294000.0), Trifloxystrobin (14.0)"
2019,4,April,SC,Dillon,1.06,0.25,-,,-,,+,30,+,<30,+,<30,-,,-,,,,-,,
2019,4,April,SC,Dorchester,0.89,0,-,,-,,-,,+,<30,-,,-,,+,50,,,-,,
2019,4,April,KY,Estill,0.41,0,-,,+,80,-,,-,,-,,-,,-,,,,-,,
2019,4,April,KY,Fayette,0.12,1.1,-,,-,,+,<30,-,,-,,-,,-,,,,-,,
2019,4,April,AL,Fayette,2.51,0,-,,-,,+,30,+,<30,-,,-,,-,,-,,-,,"Wax, Carbendazim (Trace), Coumaphos (7.0), Thymol (80.0)"
2019,4,April,SC,Florence,0.16,0.35,-,,-,,-,,-,,-,,-,,+,60,,,-,,
2019,4,April,SC,Georgetown,3.25,1,-,,+,60,+,30,+,60,+,80,-,,+,50,,,-,,
2019,4,April,GU,Guam,0,0.55,,,,,,,,,,,,,,,,,,,
2019,4,April,GU,Guam,0,0.55,,,,,,,,,,,,,,,,,,,
2019,4,April,HI,Hawaii,2.81,2.05,-,,-,,+,50,+,70,-,,-,,-,,,,-,,
2019,4,April,TN,Hickman,0.38,0.15,-,,-,,-,,-,,-,,-,,+,<30,,,-,,"Wax, Coumaphos (Trace), Coumaphos oxon (Trace), Propargite (7.0)"
2019,4,April,HI,Kauai,0,0.35,-,,-,,-,,-,,-,,-,,-,,,,-,,
2019,4,April,HI,Kauai,0,0.3,-,,-,,-,,-,,-,,-,,-,,,,-,,"Wax, Carbendazim (Trace), Diphenylamine (Trace), Diuron (12.0), Flumeturon (4.0), Piperonyl Butoxide (Trace), Propargite (5.0)"
2019,4,April,SC,Lexington,7.58,0,-,,-,,+,60,+,70,-,,-,,-,,,,-,,
2019,4,April,SC,Marion,0.91,0.5,-,,-,,-,,+,<30,+,80,-,,+,<30,,,-,,
2019,4,April,UT,Millard,1.38,0.15,+,50,-,,+,30,+,60,-,,-,,+,60,-,,-,,"Wax, 2,4-DMPF (4290.0), Azoxystrobin (14.0), Chlorothalonil (18.0), Chlorpyrifos (7.0), Cyprodinil (52.0), Difenoconazole (4.0), Diflubenzuron (71.0), Fenbuconazole (4.0), Fenpyroximate (52.0), Fluopyram (36.0), Fluxapyroxad (7.0), Hexythiazox (1.0), Iprodione (77.0), Metolachlor (Trace), Oxyfluorfen (39.0), Penthiopyrad (12.0), Propargite (15.0), Pyraclostrobin (14.0), Pyrimethanil (19.0), Thymol (2780.0), Trifloxystrobin (23.0), Trifluralin (Trace)"
2019,4,April,AL,Mobile,9.57,0,-,,-,,+,30,+,80,-,,-,,-,,,,-,,"Wax, 2,4-DMPF (Trace), Chlorpyrifos (Trace), Coumaphos (Trace), DEET (Trace), Fenpyroximate (16.0), Fluvalinate (71.0), Thymol (75.0)"
2019,4,April,TN,Morgan,2.61,0.35,-,,-,,-,,-,,-,,-,,+,40,,,-,,"Wax, Alachlor (Trace), Carbendazim (Trace), Chlorothalonil (Trace), Coumaphos (7.0), Coumaphos oxon (1.0), DEET (226.0), Diuron (25.0), Flumeturon (10.0), Hexythiazox (Trace), Piperonyl Butoxide (10.0), Thymol (1770.0)"
2019,4,April,KY,Nelson,0.75,0.65,-,,-,,+,<30,+,<30,+,30,-,,+,50,,,-,,
2019,4,April,AL,Shelby,1.66,0.35,-,,-,,+,<30,+,<30,+,30,-,,-,,-,,-,,
2019,4,April,GU,Talafofo,0,0.6,,,,,,,,,,,,,,,,,,,
2019,4,April,KY,Webster/Henderson,1.87,0.75,-,,-,,+,80,+,70,+,30,-,,+,30,,,-,,"Wax, 2,4-DMPF (724.0), Atrazine (77.0), Azoxystrobin (14.0), Buprofezin (2.0), Carbendazim (164.0), Chlorothalonil (Trace), Chlorpyrifos (10.0), Chlorthal-dimethyl (Trace), Coumaphos (20.0), Coumaphos oxon (2.0), Cyprodinil (104.0), DDE p,p' (Trace), DEET (Trace), Difenoconazole (Trace), Dimethenamid (Trace), Diuron (18.0), Fenpyroximate (9.0), Flumeturon (7.0), Fluopyram (12.0), Fluvalinate (86.0), Iprodione (Trace), Metolachlor (Trace), Penthiopyrad (4.0), Piperonyl Butoxide (51.0), Pyraclostrobin (3.0), Pyrimethanil (17.0), Trifloxystrobin (41.0)"
2019,5,May,ME,Androscoggin,0.09,2.65,-,,-,,+,<30,-,,-,,-,,+,<30,-,,-,,
2019,5,May,KY,Barren,0.3,0,-,,-,,+,<30,+,30,+,40,-,,+,<30,,,-,,"Wax, 2,4-DMPF (30.0), Atrazine (3.0), Azoxystrobin (Trace), Carbendazim (Trace), Coumaphos (Trace), Coumaphos oxon (1.0), DEET (16.0), Fenpyroximate (Trace), Fluopyram (Trace), Fluvalinate (Trace), Metolachlor (Trace), Piperonyl Butoxide (57.0), Thymol (36.0)"
2019,5,May,VA,Bedford,5.68,1.3,-,,-,,+,40,+,<30,-,,-,,-,,-,,-,,"Wax, Atrazine (Trace), Coumaphos (33.0), Coumaphos oxon (3.0), Fenpyroximate (Trace), Fluvalinate (122.0), Hexythiazox (Trace), Metolachlor (Trace), Piperonyl Butoxide (44.0), Propargite (7.0), Thymol (106.0)"
2019,5,May,VA,Bedford,5.68,1.3,,,,,,,,,,,,,,,,,,,
2019,5,May,VA,Campbell,5.49,0,-,,-,,+,<30,+,50,+,<30,-,,-,,-,,-,,
2019,5,May,NY,Cattaraugus,0.07,0.4,-,,-,,+,30,+,50,-,,-,,+,40,-,,-,,
2019,5,May,NY,Cayuga,1.07,0,-,,-,,-,,-,,-,,-,,-,,-,,-,,"Wax, Metolachlor (Trace), Thymol (23500.0)"
2019,5,May,VA,Chesterfield,2.1,0.1,-,,-,,+,<30,+,40,-,,-,,-,,-,,-,,"Wax, Atrazine (5.0), Carbendazim (87.0), Coumaphos (37.0), Coumaphos oxon (3.0), Diuron (43.0), Fluvalinate (103.0), Hexythiazox (Trace), Metolachlor (Trace), Propargite (9.0), Thymol (68.0)"
2019,5,May,MT,Choteau,2.08,2,-,,-,,+,<30,+,30,-,,-,,-,,-,,-,,"Wax, 2,4-DMPF (100.0), Azoxystrobin (20.0), Boscalid (13.0), Buprofezin (18.0), Carbendazim (Trace), Chlorantraniliprole (26.0), Chlorpyrifos (5.0), Coumaphos (244.0), Coumaphos oxon (21.0), Cyprodinil (29.0), DDE p,p' (Trace), Difenoconazole (4.0), Diflubenzuron (116.0), Diuron (Trace), Fenpyroximate (12.0), Fluvalinate (173.0), Hexythiazox (7.0), Iprodione (137.0), Methoxyfenozide (10.0), Oxyfluorfen (Trace), Pendimethalin (90.0), Penthiopyrad (8.0), Pyraclostrobin (59.0), Thymol (2110.0), Trifloxystrobin (6.0)"
2019,5,May,SC,Clarendon,3.93,0,-,,-,,+,<30,+,<30,-,,-,,+,30,,,-,,
2019,5,May,SC,Clarendon,1.03,0.1,-,,-,,-,,+,40,-,,-,,+,30,,,-,,
2019,5,May,TN,Cocke,0,0,-,,-,,+,<30,+,<30,-,,-,,+,30,,,-,,"Wax, 2,4-DMPF (301.0), Acetochlor (Trace), Chlorothalonil (Trace)"
2019,5,May,TN,Coffee,0.44,0.4,-,,-,,+,<30,+,40,-,,-,,-,,,,-,,"Wax, 2,4-DMPF (98.0), Acetochlor (Trace), Azoxystrobin (Trace), Chlorpyrifos (Trace), Cypermethrin (Trace), Fludioxonil (Trace), Hexythiazox (Trace), Linuron (Trace)"
2019,5,May,GA,Crisp,3.62,0,-,,-,,+,40,+,30,+,<30,-,,-,,-,,-,,
2019,5,May,DC,DC,3.53,0.05,-,,-,,-,,+,50,-,,-,,-,,-,,-,,"Wax, Carbendazim (Trace), Coumaphos (29.0), DDE p,p' (Trace), Fluvalinate (148.0), Metolachlor (Trace), Piperonyl Butoxide (16.0), Propargite (9.0), Thymol (155.0)"
2019,5,May,DC,DC,1.19,0,-,,+,70,+,30,+,50,-,,-,,-,,-,,-,,
2019,5,May,DC,DC,0.61,0.35,-,,-,,-,,+,30,-,,-,,-,,-,,-,,"Wax, 2,4-DMPF (Trace), Coumaphos (6.0), Thymol (60.0)"
2019,5,May,SC,Dillon,3.67,0.05,-,,-,,+,40,+,80,+,90,-,,+,50,,,-,,"Wax, 2,4-DMPF (Trace), Atrazine (4.0), Azoxystrobin (Trace), Boscalid (Trace), Carbaryl (Trace), Coumaphos (34.0), Coumaphos oxon (8.0), DDE p,p' (Trace), DEET (Trace), Diphenylamine (Trace), Diuron (Trace), Fenpyroximate (3.0), Flumeturon (Trace), Fluvalinate (105.0), Iprodione (Trace), Metolachlor (Trace), Piperonyl Butoxide (Trace), Propargite (41.0), Tebuconazole (Trace), Thymol (84.0)"
2019,5,May,AL,Elmore,3.71,0,,,,,,,,,,,,,,,,,,,"Wax, Coumaphos (25.0), Coumaphos oxon (2.0), Fluvalinate (195.0), Thymol (61.0)"
2019,5,May,KY,Fayette/Scott,0,0.5,-,,-,,-,,+,<30,-,,-,,+,40,,,-,,"Wax, 2,4-DMPF (64.0), Acetochlor (Trace), DEET (38.0), Fluopyram (Trace)"
2019,5,May,SC,Florence,0.48,0.25,-,,-,,+,<30,-,,-,,-,,+,70,,,-,,
2019,5,May,TX,Frio,0.64,0.15,-,,-,,+,30,-,,-,,-,,+,60,-,,-,,"Wax, 2,4-DMPF (389.0), Azoxystrobin (19.0), Boscalid (8.0), Carbendazim (Trace), Chlorantraniliprole (21.0), Coumaphos (65.0), Coumaphos oxon (2.0), Cyprodinil (89.0), Dimethenamid (Trace), Diuron (Trace), Fluopyram (4.0), Fluvalinate (Trace), Fluxapyroxad (3.0), Iprodione (Trace), Methoxyfenozide (2.0), Metolachlor (Trace), Oxyfluorfen (Trace), Penthiopyrad (101.0), Piperonyl Butoxide (23.0), Propiconazole (6.0), Pyraclostrobin (15.0), Pyrimethanil (Trace), Tebuconazole (Trace), Tebufenozide (1.0), Thymol (1160.0), Trifloxystrobin (7.0)"
2019,5,May,TX,Frio,0.35,0.5,-,,-,,+,<30,-,,-,,-,,-,,-,,-,,"Wax, 2,4-DMPF (273.0), Azoxystrobin (9.0), Carbaryl (Trace), Carbendazim (Trace), Chlorantraniliprole (29.0), Coumaphos (Trace), Cyprodinil (9.0), Difenoconazole (Trace), Diuron (Trace), Ethofenprox (Trace), Fenpyroximate (8.0), Fluopyram (2.0), Flupyradifurone (Trace), Fluvalinate (94.0), Hexythiazox (Trace), Iprodione (Trace), Mandipropamide (Trace), Methoxyfenozide (7.0), Penthiopyrad (32.0), Propargite (Trace), Pyraclostrobin (3.0), Tebuconazole (Trace), Thymol (1160.0), Trifloxystrobin (4.0)"
2019,5,May,TX,Frio,0,0.2,-,,-,,+,<30,+,80,-,,-,,+,30,-,,-,,"Wax, Iprodione (Trace), 2,4-DMPF (190.0), Azoxystrobin (12.0), Chlorantraniliprole (Trace), Coumaphos (93.0), Coumaphos oxon (2.0), Cyprodinil (38.0), Difenoconazole (Trace), Fenpyroximate (3.0), Fluopyram (Trace), Fluvalinate (316.0), Methoxyfenozide (2.0), Penthiopyrad (2.0), Tebuconazole (Trace), Thymol (381.0), Trifloxystrobin (Trace)"
2019,5,May,TN,Gibson,6.27,0,-,,-,,+,40,-,,-,,-,,-,,,,-,,
2019,5,May,SC,Greenwood,12.19,0,-,,-,,+,30,+,80,-,,-,,-,,,,-,,"Wax, Carbendazim (Trace), Chlorothalonil (Trace), Fenpyroximate (Trace), Piperonyl Butoxide (97.0)"
2019,5,May,SC,Greenwood,9.73,0,-,,-,,+,40,+,80,-,,-,,-,,,,-,,"Wax, Alachlor (Trace), Carbendazim (Trace), Chlorothalonil (Trace), Chlorpyrifos (5.0), Coumaphos (51.0), Coumaphos oxon (3.0), DEET (30.0), Diphenylamine (Trace), Diuron (9.0), Fenpyroximate (Trace), Flumeturon (3.0), Fluvalinate (182.0), Hexythiazox (2.0), Iprodione (Trace), Linuron (Trace), Metolachlor (Trace), Piperonyl Butoxide (8.0), Propargite (45.0), Thymol (573.0)"
2019,5,May,MD,Harford,0,0,-,,-,,-,,-,,-,,-,,+,40,-,,-,,"Wax, Atrazine (19.0), Coumaphos (14.0), Coumaphos oxon (1.0), Fenpyroximate (6.0), Metolachlor (27.0), Piperonyl Butoxide (178.0), Thymol (56.0)"
2019,5,May,MD,Harford,0,0.45,-,,-,,-,,-,,-,,-,,-,,-,,-,,
2019,5,May,MD,Harford,0.14,0,-,,-,,-,,+,<30,-,,-,,+,<30,-,,-,,"Wax, Atrazine (4.0), Azoxystrobin (4.0), Coumaphos (13.0), Fenpyroximate (4.0), Fluvalinate (119.0), Metolachlor (Trace), Piperonyl Butoxide (48.0), Thymol (51.0)"
2019,5,May,MD,Harford,0,0,-,,-,,-,,+,<30,-,,-,,-,,-,,-,,
2019,5,May,MD,Harford,6.01,0,-,,-,,-,,-,,-,,-,,-,,-,,-,,"Wax, Atrazine (3.0), Carbendazim (60.0), Diuron (56.0), Metolachlor (Trace), Thymol (50.0)"
2019,5,May,OR,Hood River,0,2.15,-,,-,,-,,+,<30,-,,-,,-,,-,,-,,
2019,5,May,OR,Hood River,0.38,0.6,-,,-,,+,30,+,40,-,,-,,+,40,-,,-,,
2019,5,May,AL,Houston,3.37,0.1,-,,-,,+,50,+,<30,-,,-,,-,,-,,-,,"Wax, Coumaphos (5.0), Fluvalinate (59.0), Piperonyl Butoxide (17.0), Propargite (15.0), Trifluralin (Trace)"
2019,5,May,TN,Jackson,0,0.1,-,,-,,-,,-,,-,,-,,-,,,,-,,"Wax, 2,4-DMPF (175.0), Carbendazim (Trace), Diuron (23.0), Flumeturon (10.0), Linuron (Trace), Piperonyl Butoxide (Trace)"
2019,5,May,OR,Josephine,0.71,0.1,-,,-,,-,,+,40,-,,-,,+,60,-,,-,,
2019,5,May,UT,Kane,0.39,0.65,-,,-,,-,,+,<30,+,60,-,,+,<30,-,,-,,"Wax, 2,4-DMPF (561.0), Azoxystrobin (3.0), Carbendazim (Trace), Chlorpyrifos (Trace), Cyprodinil (45.0), Fenbuconazole (8.0), Fluopyram (12.0), Fluvalinate (148.0), Fluxapyroxad (11.0), Iprodione (74.0), Oxyfluorfen (Trace), Penthiopyrad (37.0), Propiconazole (16.0), Pyraclostrobin (13.0), Thymol (15900.0), Trifloxystrobin (18.0)"
2019,5,May,ME,Kennebec,0.68,0.4,-,,+,30,+,<30,+,30,-,,-,,+,40,-,,-,,
2019,5,May,DE,Kent,0.82,0.15,-,,-,,+,<30,+,<30,+,30,-,,+,<30,-,,-,,"Wax, 2,4-DMPF (235.0), Atrazine (3.0), Azoxystrobin (13.0), Boscalid (Trace), Buprofezin (Trace), Carbendazim (Trace), Chlorantraniliprole (12.0), Coumaphos (16.0), Coumaphos oxon (1.0), Cyprodinil (3.0), Difenoconazole (Trace), Diflubenzuron (Trace), Diuron (Trace), Fenbuconazole (Trace), Fenpyroximate (Trace), Fluvalinate (236.0), Hexythiazox (Trace), Indoxacarb (Trace), Methoxyfenozide (4.0), Metolachlor (Trace), Penthiopyrad (Trace), Piperonyl Butoxide (Trace), Propargite (4.0), Propiconazole (9.0), Pyraclostrobin (6.0), Tebuconazole (Trace), Trifloxystrobin (2.0)"
2019,5,May,DE,Kent,0.64,0.3,-,,-,,-,,+,<30,-,,-,,+,50,-,,-,,
2019,5,May,SC,Lancaster,4.16,0,-,,-,,-,,+,50,-,,-,,-,,,,-,,"Wax, Acetochlor (Trace), Atrazine (3.0), Carbendazim (Trace), Chlorothalonil (Trace), Coumaphos (16.0), Coumaphos oxon (3.0), DDE p,p' (Trace), DEET (58.0), Fenpyroximate (6.0), Fluvalinate (362.0), Piperonyl Butoxide (37.0), Propargite (69.0), Thymol (134.0)"
2019,5,May,SC,Lee,0.5,0,-,,-,,+,30,+,30,-,,-,,+,50,,,-,,
2019,5,May,SC,Lexington,0.28,0.1,-,,+,<30,+,40,+,<30,-,,-,,+,<30,,,-,,
2019,5,May,WI,Lincoln,5.05,0.1,-,,-,,+,30,+,60,+,<30,-,,+,30,-,,-,,"Wax, 2,4-DMPF (1060.0), Azoxystrobin (10.0), Carbendazim (Trace), Coumaphos (39.0), Coumaphos oxon (5.0), Cyprodinil (104.0), Difenoconazole (4.0), Diuron (14.0), Fluopyram (13.0), Fluvalinate (459.0), Iprodione (105.0), Methoxyfenozide (3.0), Penthiopyrad (2.0), Piperonyl Butoxide (60.0), Propargite (10.0), Propiconazole (12.0), Pyraclostrobin (8.0), Pyrimethanil (29.0), Tebuconazole (24.0), Thymol (Trace), Trifloxystrobin (16.0)"
2019,5,May,OH,Logan,0.09,0.05,-,,-,,+,40,-,,-,,-,,+,90,,,-,,
2019,5,May,AL,Madison,4.48,0,-,,-,,+,40,+,50,-,,-,,-,,-,,-,,"Wax, 2,4-DMPF (657.0), Atrazine (Trace), Azoxystrobin (9.0), Carbendazim (Trace), Chlorothalonil (Trace), Coumaphos (12.0), Diuron (Trace), Metolachlor (Trace), Novaluron (Trace), Propiconazole (12.0), Thymol (32.0), Tribufos (46.0)"
2019,5,May,OR,Marion,0.3,0.4,-,,-,,-,,+,50,+,50,-,,+,<30,-,,-,,
2019,5,May,VA,Montgomery,4.65,0,-,,-,,+,40,+,40,-,,-,,-,,-,,-,,"Wax, 2,4-DMPF (30.0), Atrazine (Trace), Coumaphos (331.0), Coumaphos oxon (9.0), Diuron (Trace), Fenpyroximate (3.0), Fluvalinate (207.0), Propargite (5.0), Thymol (363.0)"
2019,5,May,NY,Orange,0.27,0.95,-,,-,,-,,+,<30,-,,-,,-,,-,,-,,"Wax, 2,4-DMPF (280.0), Carbendazim (Trace), Chlorpyrifos (Trace), Coumaphos (15.0), Fenpyroximate (Trace), Fluvalinate (113.0), Propargite (23.0), Thymol (Trace)"
2019,5,May,TN,Overton,0.63,0.05,-,,-,,-,,+,30,+,40,-,,-,,,,-,,
2019,5,May,ME,Oxford,0,0.45,-,,-,,-,,+,<30,-,,-,,-,,-,,-,,"Wax, 2,4-DMPF (27800.0), Boscalid (11.0), Carbendazim (Trace), Chlorothalonil (51.0), Coumaphos (15.0), Coumaphos oxon (4.0), Diuron (11.0), Thymol (81.0)"
2019,5,May,ME,Oxford,0.75,7.75,-,,-,,+,30,-,,-,,-,,+,70,-,,-,,"Wax, 2,4-DMPF (27.0), Carbendazim (Trace), Coumaphos (9.0), Coumaphos oxon (2.0), Diphenylamine (9.0), Diuron (7.0), Fluvalinate (51.0), Mandipropamide (Trace), Propargite (5.0), Thymol (41.0)"
2019,5,May,PA,Philadelphia,0.65,0.6,-,,-,,-,,+,<30,+,<30,-,,+,30,-,,-,,"Wax, Carbendazim (Trace), Chlorthal-dimethyl (Trace), Coumaphos (Trace), DDE p,p' (Trace), DEET (Trace), Diuron (Trace), Fenpyroximate (Trace), Hexythiazox (Trace), Propargite (16.0), Thymol (53.0), Trifluralin (Trace)"
